Warehouse location ID;Slot X;Slot Y;Article;Quantity
21;4;8;SKU287;0
21;0;9;SKU676;0
21;1;9;SKU128;0
21;2;9;;0
21;3;9;;0
21;4;9;SKU530;0
30;0;0;;0
30;1;0;SKU635;0
30;2;0;SKU243;0
30;3;0;SKU9;0
30;4;0;SKU400;0
30;0;1;SKU21;0
30;1;1;SKU531;0
30;2;1;SKU446;0
30;3;1;SKU471;0
30;4;1;;0
30;0;2;SKU273;0
30;1;2;SKU38;0
30;2;2;SKU11;0
30;3;2;SKU343;0
30;4;2;SKU540;0
30;0;3;SKU431;0
30;1;3;SKU490;0
30;2;3;SKU615;0
30;3;3;SKU423;0
30;4;3;;0
30;0;4;SKU121;0
30;1;4;SKU649;0
30;2;4;SKU48;0
30;3;4;;0
30;4;4;SKU745;0
30;0;5;;0
30;1;5;SKU233;0
30;2;5;SKU214;0
30;3;5;;0
30;4;5;SKU748;0
30;0;6;SKU196;0
30;1;6;;0
30;2;6;;0
30;3;6;;0
30;4;6;SKU465;0
30;0;7;SKU399;0
30;1;7;SKU290;0
30;2;7;SKU372;0
30;3;7;SKU612;0
30;4;7;SKU390;0
30;0;8;;0
30;1;8;SKU552;0
30;2;8;SKU327;0
30;3;8;SKU139;0
30;4;8;SKU298;0
30;0;9;SKU435;0
30;1;9;SKU292;0
30;2;9;;0
30;3;9;SKU203;0
30;4;9;;0
39;0;0;SKU558;0
39;1;0;SKU476;0
39;2;0;SKU659;0
39;3;0;SKU516;0
39;4;0;SKU237;0
39;0;1;;0
39;1;1;SKU376;0
39;2;1;SKU324;0
39;3;1;SKU40;0
39;4;1;SKU159;0
39;0;2;SKU639;0
39;1;2;;0
39;2;2;;0
39;3;2;SKU173;0
39;4;2;;0
39;0;3;SKU452;0
39;1;3;SKU362;0
39;2;3;;0
39;3;3;SKU667;0
39;4;3;SKU674;0
39;0;4;SKU584;0
39;1;4;SKU5;0
39;2;4;SKU328;0
39;3;4;SKU724;0
39;4;4;;0
39;0;5;SKU156;0
39;1;5;SKU84;0
39;2;5;SKU738;0
39;3;5;SKU44;0
39;4;5;SKU169;0
39;0;6;SKU718;0
39;1;6;;0
39;2;6;SKU384;0
39;3;6;SKU247;0
39;4;6;SKU424;0
39;0;7;SKU421;0
39;1;7;SKU311;0
39;2;7;SKU264;0
39;3;7;SKU560;0
39;4;7;SKU246;0
39;0;8;SKU15;0
39;1;8;SKU217;0
39;2;8;SKU462;0
39;3;8;SKU597;0
39;4;8;;0
39;0;9;SKU165;0
39;1;9;SKU532;0
39;2;9;SKU147;0
39;3;9;SKU336;0
39;4;9;SKU117;0
48;0;0;;0
48;1;0;SKU340;0
48;2;0;;0
48;3;0;;0
48;4;0;;0
48;0;1;SKU740;0
48;1;1;;0
48;2;1;SKU607;0
48;3;1;SKU58;0
48;4;1;;0
48;0;2;SKU66;0
48;1;2;SKU484;0
48;2;2;SKU680;0
48;3;2;SKU122;0
48;4;2;;0
48;0;3;SKU521;0
48;1;3;SKU551;0
48;2;3;SKU71;0
48;3;3;SKU145;0
48;4;3;SKU102;0
48;0;4;SKU739;0
48;1;4;SKU49;0
48;2;4;SKU478;0
48;3;4;SKU495;0
48;4;4;SKU647;0
48;0;5;SKU368;0
48;1;5;SKU221;0
48;2;5;SKU79;0
48;3;5;;0
48;4;5;SKU18;0
48;0;6;SKU6;0
48;1;6;SKU505;0
48;2;6;SKU371;0
48;3;6;;0
48;4;6;;0
48;0;7;SKU28;0
48;1;7;SKU536;0
48;2;7;SKU578;0
48;3;7;SKU230;0
48;4;7;;0
48;0;8;SKU99;0
48;1;8;;0
48;2;8;;0
48;3;8;SKU651;0
48;4;8;SKU609;0
48;0;9;SKU492;0
48;1;9;SKU513;0
48;2;9;SKU605;0
48;3;9;;0
48;4;9;;0
63;0;0;SKU171;0
63;1;0;;0
63;2;0;SKU17;0
63;3;0;SKU719;0
63;4;0;SKU576;0
63;0;1;SKU580;0
63;1;1;SKU59;0
63;2;1;SKU732;0
63;3;1;SKU413;0
63;4;1;SKU275;0
63;0;2;;0
63;1;2;SKU178;0
63;2;2;SKU170;0
63;3;2;SKU679;0
63;4;2;SKU517;0
63;0;3;SKU549;0
63;1;3;SKU268;0
63;2;3;SKU602;0
63;3;3;SKU307;0
63;4;3;;0
63;0;4;SKU529;0
63;1;4;SKU744;0
63;2;4;SKU482;0
63;3;4;SKU668;0
63;4;4;SKU520;0
63;0;5;SKU379;0
63;1;5;;0
63;2;5;SKU94;0
63;3;5;SKU85;0
63;4;5;;0
63;0;6;SKU154;0
63;1;6;;0
63;2;6;SKU397;0
63;3;6;SKU329;0
63;4;6;SKU25;0
63;0;7;;0
63;1;7;SKU27;0
63;2;7;SKU205;0
63;3;7;;0
63;4;7;;0
63;0;8;SKU695;0
63;1;8;SKU726;0
63;2;8;SKU223;0
63;3;8;SKU350;0
63;4;8;SKU652;0
63;0;9;SKU314;0
63;1;9;SKU700;0
63;2;9;SKU358;0
63;3;9;SKU103;0
63;4;9;SKU441;0
74;0;0;SKU389;0
74;1;0;;0
74;2;0;SKU272;0
74;3;0;SKU351;0
74;4;0;SKU201;0
74;0;1;SKU706;0
74;1;1;SKU663;0
74;2;1;SKU245;0
74;3;1;SKU566;0
74;4;1;SKU550;0
74;0;2;SKU483;0
74;1;2;SKU352;0
74;2;2;SKU146;0
74;3;2;;0
74;4;2;SKU644;0
74;0;3;SKU81;0
74;1;3;SKU309;0
74;2;3;SKU466;0
74;3;3;SKU304;0
74;4;3;SKU35;0
74;0;4;SKU258;0
74;1;4;SKU618;0
74;2;4;SKU445;0
74;3;4;SKU395;0
74;4;4;SKU489;0
74;0;5;;0
74;1;5;SKU378;0
74;2;5;SKU244;0
74;3;5;SKU100;0
74;4;5;;0
74;0;6;SKU570;0
74;1;6;SKU220;0
74;2;6;SKU380;0
74;3;6;SKU731;0
74;4;6;;0
74;0;7;SKU363;0
74;1;7;SKU23;0
74;2;7;SKU153;0
74;3;7;SKU665;0
74;4;7;SKU486;0
74;0;8;SKU333;0
74;1;8;SKU684;0
74;2;8;SKU75;0
74;3;8;SKU136;0
74;4;8;SKU697;0
74;0;9;SKU442;0
74;1;9;SKU710;0
74;2;9;SKU637;0
74;3;9;SKU725;0
74;4;9;SKU458;0
83;0;0;SKU152;0
83;1;0;SKU349;0
83;2;0;SKU728;0
83;3;0;;0
83;4;0;;0
83;0;1;SKU293;0
83;1;1;SKU282;0
83;2;1;;0
83;3;1;SKU541;0
83;4;1;SKU703;0
83;0;2;SKU140;0
83;1;2;SKU29;0
83;2;2;;0
83;3;2;SKU87;0
83;4;2;SKU398;0
83;0;3;;0
83;1;3;SKU240;0
83;2;3;SKU527;0
83;3;3;SKU473;0
83;4;3;;0
83;0;4;;0
83;1;4;SKU211;0
83;2;4;;0
83;3;4;;0
83;4;4;SKU670;0
83;0;5;SKU325;0
83;1;5;SKU232;0
83;2;5;SKU683;0
83;3;5;SKU135;0
83;4;5;SKU487;0
83;0;6;SKU56;0
83;1;6;;0
83;2;6;SKU391;0
83;3;6;SKU385;0
83;4;6;SKU318;0
83;0;7;SKU468;0
83;1;7;SKU157;0
83;2;7;SKU418;0
83;3;7;SKU480;0
83;4;7;SKU572;0
83;0;8;SKU705;0
83;1;8;SKU614;0
83;2;8;SKU506;0
83;3;8;SKU31;0
83;4;8;;0
83;0;9;SKU176;0
83;1;9;SKU86;0
83;2;9;SKU32;0
83;3;9;SKU137;0
83;4;9;SKU14;0
92;0;0;SKU317;0
92;1;0;SKU699;0
92;2;0;SKU641;0
92;3;0;SKU475;0
92;4;0;;0
92;0;1;SKU119;0
92;1;1;SKU611;0
92;2;1;SKU653;0
92;3;1;SKU682;0
92;4;1;SKU562;0
92;0;2;SKU479;0
92;1;2;;0
92;2;2;SKU510;0
92;3;2;SKU291;0
92;4;2;;0
92;0;3;;0
92;1;3;SKU10;0
92;2;3;SKU278;0
92;3;3;SKU348;0
92;4;3;;0
92;0;4;;0
92;1;4;SKU623;0
92;2;4;SKU303;0
92;3;4;SKU77;0
92;4;4;SKU631;0
92;0;5;SKU601;0
92;1;5;SKU68;0
92;2;5;SKU515;0
92;3;5;SKU47;0
92;4;5;SKU681;0
92;0;6;SKU312;0
92;1;6;SKU708;0
92;2;6;SKU557;0
92;3;6;;0
92;4;6;SKU174;0
92;0;7;;0
92;1;7;SKU213;0
92;2;7;;0
92;3;7;SKU344;0
92;4;7;SKU630;0
92;0;8;SKU448;0
92;1;8;SKU129;0
92;2;8;;0
92;3;8;SKU586;0
92;4;8;SKU297;0
92;0;9;SKU408;0
92;1;9;SKU493;0
92;2;9;SKU236;0
92;3;9;SKU440;0
92;4;9;SKU177;0
101;0;0;SKU235;0
101;1;0;;0
101;2;0;SKU690;0
101;3;0;;0
101;4;0;SKU37;0
101;0;1;SKU736;0
101;1;1;;0
101;2;1;;0
101;3;1;SKU632;0
101;4;1;SKU438;0
101;0;2;SKU747;0
101;1;2;SKU367;0
101;2;2;;0
101;3;2;SKU587;0
101;4;2;;0
101;0;3;;0
101;1;3;SKU322;0
101;2;3;SKU689;0
101;3;3;;0
101;4;3;SKU694;0
101;0;4;;0
101;1;4;;0
101;2;4;SKU33;0
101;3;4;SKU326;0
101;4;4;SKU101;0
101;0;5;SKU463;0
101;1;5;SKU300;0
101;2;5;SKU640;0
101;3;5;SKU533;0
101;4;5;SKU386;0
101;0;6;SKU143;0
101;1;6;SKU186;0
101;2;6;SKU714;0
101;3;6;SKU260;0
101;4;6;;0
101;0;7;SKU166;0
101;1;7;SKU588;0
101;2;7;SKU321;0
101;3;7;SKU299;0
101;4;7;;0
101;0;8;SKU613;0
101;1;8;SKU444;0
101;2;8;SKU316;0
101;3;8;SKU433;0
101;4;8;SKU190;0
101;0;9;SKU447;0
101;1;9;SKU331;0
101;2;9;SKU76;0
101;3;9;SKU172;0
101;4;9;SKU555;0
126;0;0;SKU650;0
126;1;0;SKU496;0
126;2;0;SKU654;0
126;3;0;;0
126;4;0;SKU412;0
126;0;1;SKU594;0
126;1;1;SKU528;0
126;2;1;SKU563;0
126;3;1;SKU283;0
126;4;1;;0
126;0;2;SKU427;0
126;1;2;;0
126;2;2;SKU295;0
126;3;2;SKU189;0
126;4;2;SKU7;0
126;0;3;SKU162;0
126;1;3;SKU658;0
126;2;3;SKU104;0
126;3;3;SKU234;0
126;4;3;SKU89;0
126;0;4;SKU184;0
126;1;4;SKU355;0
126;2;4;;0
126;3;4;SKU274;0
126;4;4;SKU573;0
126;0;5;SKU425;0
126;1;5;SKU96;0
126;2;5;SKU108;0
126;3;5;SKU571;0
126;4;5;SKU721;0
126;0;6;SKU547;0
126;1;6;SKU629;0
126;2;6;SKU57;0
126;3;6;SKU575;0
126;4;6;SKU561;0
126;0;7;SKU382;0
126;1;7;;0
126;2;7;;0
126;3;7;SKU134;0
126;4;7;SKU735;0
126;0;8;SKU20;0
126;1;8;SKU620;0
126;2;8;SKU662;0
126;3;8;;0
126;4;8;;0
126;0;9;;0
126;1;9;;0
126;2;9;SKU406;0
126;3;9;;0
126;4;9;;0
130;0;0;SKU553;0
130;1;0;SKU730;0
130;2;0;SKU16;0
130;3;0;;0
130;4;0;;0
130;0;1;SKU592;0
130;1;1;SKU569;0
130;2;1;SKU67;0
130;3;1;;0
130;4;1;SKU497;0
130;0;2;;0
130;1;2;SKU688;0
130;2;2;SKU313;0
130;3;2;SKU62;0
130;4;2;SKU472;0
130;0;3;;0
130;1;3;SKU712;0
130;2;3;SKU42;0
130;3;3;SKU508;0
130;4;3;;0
130;0;4;;0
130;1;4;SKU392;0
130;2;4;SKU664;0
130;3;4;SKU252;0
130;4;4;SKU409;0
130;0;5;SKU709;0
130;1;5;SKU627;0
130;2;5;SKU114;0
130;3;5;;0
130;4;5;;0
130;0;6;SKU187;0
130;1;6;SKU579;0
130;2;6;SKU638;0
130;3;6;SKU534;0
130;4;6;SKU481;0
130;0;7;SKU218;0
130;1;7;;0
130;2;7;;0
130;3;7;SKU216;0
130;4;7;;0
130;0;8;SKU504;0
130;1;8;;0
130;2;8;SKU257;0
130;3;8;;0
130;4;8;SKU396;0
130;0;9;;0
130;1;9;SKU80;0
130;2;9;SKU55;0
130;3;9;SKU742;0
130;4;9;SKU626;0
154;0;0;;0
154;1;0;SKU191;0
154;2;0;SKU449;0
154;3;0;;0
154;4;0;SKU206;0
154;0;1;SKU591;0
154;1;1;;0
154;2;1;;0
154;3;1;SKU194;0
154;4;1;SKU254;0
154;0;2;SKU82;0
154;1;2;SKU437;0
154;2;2;SKU124;0
154;3;2;SKU498;0
154;4;2;SKU276;0
154;0;3;SKU621;0
154;1;3;SKU593;0
154;2;3;SKU3;0
154;3;3;SKU263;0
154;4;3;SKU286;0
154;0;4;SKU60;0
154;1;4;SKU693;0
154;2;4;SKU182;0
154;3;4;SKU131;0
154;4;4;;0
154;0;5;SKU265;0
154;1;5;SKU707;0
154;2;5;SKU116;0
154;3;5;SKU455;0
154;4;5;;0
154;0;6;SKU210;0
154;1;6;;0
154;2;6;SKU717;0
154;3;6;SKU622;0
154;4;6;SKU564;0
154;0;7;;0
154;1;7;SKU366;0
154;2;7;SKU123;0
154;3;7;SKU155;0
154;4;7;SKU105;0
154;0;8;;0
154;1;8;SKU204;0
154;2;8;SKU604;0
154;3;8;;0
154;4;8;;0
154;0;9;;0
154;1;9;;0
154;2;9;;0
154;3;9;SKU125;0
154;4;9;;0
163;0;0;;0
163;1;0;;0
163;2;0;SKU645;0
163;3;0;;0
163;4;0;SKU150;0
163;0;1;SKU306;0
163;1;1;SKU743;0
163;2;1;SKU491;0
163;3;1;SKU353;0
163;4;1;SKU185;0
163;0;2;SKU470;0
163;1;2;;0
163;2;2;SKU657;0
163;3;2;;0
163;4;2;;0
163;0;3;SKU113;0
163;1;3;SKU661;0
163;2;3;SKU545;0
163;3;3;;0
163;4;3;SKU151;0
163;0;4;SKU339;0
163;1;4;SKU36;0
163;2;4;SKU161;0
163;3;4;SKU511;0
163;4;4;SKU337;0
163;0;5;SKU229;0
163;1;5;;0
163;2;5;SKU181;0
163;3;5;SKU429;0
163;4;5;;0
163;0;6;SKU168;0
163;1;6;;0
163;2;6;;0
163;3;6;SKU2;0
163;4;6;SKU269;0
163;0;7;SKU677;0
163;1;7;;0
163;2;7;SKU280;0
163;3;7;SKU610;0
163;4;7;SKU430;0
163;0;8;SKU574;0
163;1;8;SKU133;0
163;2;8;SKU666;0
163;3;8;SKU41;0
163;4;8;;0
163;0;9;SKU118;0
163;1;9;SKU502;0
163;2;9;SKU616;0
163;3;9;SKU675;0
163;4;9;;0
165;0;0;SKU734;0
165;1;0;SKU238;0
165;2;0;SKU197;0
165;3;0;;0
165;4;0;SKU63;0
165;0;1;;0
165;1;1;SKU132;0
165;2;1;SKU1;0
165;3;1;SKU509;0
165;4;1;;0
165;0;2;;0
165;1;2;SKU183;0
165;2;2;SKU51;0
165;3;2;SKU111;0
165;4;2;SKU164;0
165;0;3;SKU720;0
165;1;3;;0
165;2;3;SKU302;0
165;3;3;SKU548;0
165;4;3;SKU13;0
165;0;4;SKU374;0
165;1;4;SKU464;0
165;2;4;;0
165;3;4;SKU451;0
165;4;4;SKU369;0
165;0;5;SKU160;0
165;1;5;SKU373;0
165;2;5;;0
165;3;5;SKU642;0
165;4;5;SKU90;0
165;0;6;SKU417;0
165;1;6;SKU330;0
165;2;6;;0
165;3;6;;0
165;4;6;SKU648;0
165;0;7;SKU281;0
165;1;7;SKU590;0
165;2;7;SKU361;0
165;3;7;SKU227;0
165;4;7;SKU149;0
165;0;8;SKU74;0
165;1;8;;0
165;2;8;SKU750;0
165;3;8;;0
165;4;8;;0
165;0;9;SKU65;0
165;1;9;SKU702;0
165;2;9;SKU544;0
165;3;9;SKU92;0
165;4;9;SKU95;0
167;0;0;;0
167;1;0;;0
167;2;0;;0
167;3;0;SKU345;0
167;4;0;SKU296;0
167;0;1;SKU73;0
167;1;1;;0
167;2;1;SKU52;0
167;3;1;;0
167;4;1;SKU411;0
167;0;2;SKU503;0
167;1;2;SKU646;0
167;2;2;SKU543;0
167;3;2;;0
167;4;2;;0
167;0;3;SKU428;0
167;1;3;SKU453;0
167;2;3;;0
167;3;3;SKU691;0
167;4;3;SKU672;0
167;0;4;SKU723;0
167;1;4;SKU19;0
167;2;4;SKU231;0
167;3;4;SKU704;0
167;4;4;;0
167;0;5;SKU212;0
167;1;5;;0
167;2;5;SKU565;0
167;3;5;SKU488;0
167;4;5;SKU746;0
167;0;6;SKU457;0
167;1;6;SKU34;0
167;2;6;;0
167;3;6;SKU692;0
167;4;6;;0
167;0;7;;0
167;1;7;SKU241;0
167;2;7;SKU64;0
167;3;7;SKU671;0
167;4;7;;0
167;0;8;SKU144;0
167;1;8;SKU634;0
167;2;8;SKU499;0
167;3;8;SKU39;0
167;4;8;SKU507;0
167;0;9;SKU126;0
167;1;9;;0
167;2;9;SKU198;0
167;3;9;;0
167;4;9;SKU432;0
174;0;0;SKU262;0
174;1;0;SKU387;0
174;2;0;;0
174;3;0;SKU284;0
174;4;0;;0
174;0;1;SKU346;0
174;1;1;;0
174;2;1;;0
174;3;1;SKU106;0
174;4;1;SKU598;0
174;0;2;;0
174;1;2;SKU110;0
174;2;2;SKU219;0
174;3;2;SKU277;0
174;4;2;SKU91;0
174;0;3;;0
174;1;3;SKU61;0
174;2;3;SKU716;0
174;3;3;SKU127;0
174;4;3;;0
174;0;4;SKU279;0
174;1;4;SKU617;0
174;2;4;SKU138;0
174;3;4;SKU393;0
174;4;4;SKU93;0
174;0;5;SKU599;0
174;1;5;SKU370;0
174;2;5;SKU596;0
174;3;5;SKU643;0
174;4;5;;0
174;0;6;SKU375;0
174;1;6;;0
174;2;6;SKU522;0
174;3;6;;0
174;4;6;;0
174;0;7;;0
174;1;7;SKU341;0
174;2;7;SKU335;0
174;3;7;SKU414;0
174;4;7;SKU377;0
174;0;8;SKU112;0
174;1;8;SKU356;0
174;2;8;SKU179;0
174;3;8;SKU50;0
174;4;8;;0
174;0;9;SKU360;0
174;1;9;SKU208;0
174;2;9;SKU686;0
174;3;9;SKU388;0
174;4;9;SKU523;0
176;0;0;;0
176;1;0;SKU737;0
176;2;0;;0
176;3;0;SKU434;0
176;4;0;SKU419;0
176;0;1;SKU72;0
176;1;1;SKU226;0
176;2;1;SKU163;0
176;3;1;SKU687;0
176;4;1;SKU120;0
176;0;2;SKU364;0
176;1;2;SKU332;0
176;2;2;SKU500;0
176;3;2;SKU415;0
176;4;2;SKU251;0
176;0;3;SKU394;0
176;1;3;SKU338;0
176;2;3;;0
176;3;3;SKU142;0
176;4;3;;0
176;0;4;SKU266;0
176;1;4;SKU416;0
176;2;4;;0
176;3;4;;0
176;4;4;SKU722;0
176;0;5;;0
176;1;5;;0
176;2;5;SKU539;0
176;3;5;;0
176;4;5;SKU402;0
176;0;6;SKU589;0
176;1;6;SKU403;0
176;2;6;SKU115;0
176;3;6;SKU407;0
176;4;6;SKU546;0
176;0;7;SKU567;0
176;1;7;SKU436;0
176;2;7;SKU633;0
176;3;7;SKU450;0
176;4;7;;0
176;0;8;;0
176;1;8;SKU225;0
176;2;8;SKU255;0
176;3;8;SKU288;0
176;4;8;;0
176;0;9;SKU8;0
176;1;9;;0
176;2;9;;0
176;3;9;SKU222;0
176;4;9;SKU467;0
188;0;0;SKU460;0
188;1;0;SKU249;0
188;2;0;SKU26;0
188;3;0;;0
188;4;0;SKU477;0
188;0;1;SKU167;0
188;1;1;SKU595;0
188;2;1;SKU365;0
188;3;1;SKU485;0
188;4;1;SKU248;0
188;0;2;;0
188;1;2;SKU43;0
188;2;2;SKU334;0
188;3;2;SKU519;0
188;4;2;SKU308;0
188;0;3;SKU405;0
188;1;3;SKU4;0
188;2;3;SKU585;0
188;3;3;SKU501;0
188;4;3;SKU22;0
188;0;4;SKU535;0
188;1;4;;0
188;2;4;SKU512;0
188;3;4;SKU88;0
188;4;4;;0
188;0;5;;0
188;1;5;SKU271;0
188;2;5;;0
188;3;5;;0
188;4;5;SKU242;0
188;0;6;SKU310;0
188;1;6;;0
188;2;6;SKU606;0
188;3;6;SKU443;0
188;4;6;SKU603;0
188;0;7;SKU696;0
188;1;7;SKU224;0
188;2;7;;0
188;3;7;SKU713;0
188;4;7;SKU636;0
188;0;8;;0
188;1;8;;0
188;2;8;SKU78;0
188;3;8;SKU30;0
188;4;8;SKU130;0
188;0;9;SKU267;0
188;1;9;SKU315;0
188;2;9;SKU354;0
188;3;9;SKU320;0
188;4;9;SKU261;0
194;0;0;;0
194;1;0;;0
194;2;0;SKU655;0
194;3;0;SKU625;0
194;4;0;SKU202;0
194;0;1;SKU404;0
194;1;1;SKU582;0
194;2;1;SKU715;0
194;3;1;SKU215;0
194;4;1;SKU199;0
194;0;2;SKU12;0
194;1;2;;0
194;2;2;SKU628;0
194;3;2;SKU359;0
194;4;2;SKU69;0
194;0;3;SKU741;0
194;1;3;SKU581;0
194;2;3;;0
194;3;3;SKU749;0
194;4;3;SKU518;0
194;0;4;SKU347;0
194;1;4;SKU83;0
194;2;4;;0
194;3;4;SKU727;0
194;4;4;;0
194;0;5;SKU401;0
194;1;5;;0
194;2;5;SKU619;0
194;3;5;SKU239;0
194;4;5;SKU209;0
194;0;6;SKU357;0
194;1;6;SKU537;0
194;2;6;SKU454;0
194;3;6;SKU461;0
194;4;6;;0
194;0;7;;0
194;1;7;SKU660;0
194;2;7;SKU439;0
194;3;7;SKU270;0
194;4;7;SKU474;0
194;0;8;;0
194;1;8;SKU554;0
194;2;8;;0
194;3;8;SKU669;0
194;4;8;SKU459;0
194;0;9;SKU207;0
194;1;9;SKU426;0
194;2;9;SKU577;0
194;3;9;SKU711;0
194;4;9;SKU342;0
